taskSize,taskType,priority,resourceLoad,actualTime
1,1,3,19.19,0.416
2,2,1,2.18,6.14
1,1,1,37.83,0.791
1,3,1,28.37,1.325
3,1,1,9.93,17.547
1,2,3,64.48,1.624
2,2,4,43.62,7.948
1,1,2,10.45,0.514
1,1,1,39.72,0.75
1,3,3,35.28,0.828
2,2,2,34.65,7.612
2,1,2,19.0,3.375
1,2,2,20.88,1.758
1,1,2,13.57,0.681
1,1,1,7.33,0.445
1,1,1,15.7,0.713
2,1,4,41.47,2.953
2,1,1,24.83,2.855
3,1,1,43.65,20.603
1,1,1,31.26,0.532
2,1,1,14.35,3.588
1,2,4,35.17,0.913
1,2,1,24.39,0.997
3,1,2,15.79,12.769
1,1,3,27.9,0.785
2,2,1,28.19,6.846
2,2,1,11.64,5.576
3,3,1,41.98,22.108
1,1,1,58.43,1.443
1,1,1,12.12,0.803
2,1,2,40.79,4.771
2,2,1,17.25,7.145
1,1,2,25.67,0.841
2,1,4,26.97,2.181
1,1,1,14.52,0.565
1,2,1,35.67,1.607
2,1,1,67.76,7.314
1,2,1,17.85,1.155
1,1,1,17.91,0.691
3,1,2,30.61,27.918
2,1,1,22.2,3.829
2,3,1,20.35,5.42
1,1,1,27.41,0.498
3,1,2,44.15,27.926
1,3,1,16.65,0.892
1,1,3,19.2,0.548
1,1,2,38.07,0.685
2,1,1,4.2,2.542
3,2,2,14.15,17.709
2,1,1,9.89,2.754
2,3,2,15.41,8.914
1,2,1,43.82,2.606
1,2,2,37.74,1.372
1,1,2,36.12,0.799
1,2,2,37.9,2.049
1,3,3,6.28,0.686
2,3,1,55.52,3.763
2,1,2,51.03,6.829
2,2,1,16.8,6.155
1,2,1,47.33,1.844
1,3,1,7.55,0.845
1,1,2,38.17,0.687
1,2,2,23.45,1.378
1,2,3,52.24,1.51
1,3,2,32.26,0.941
1,2,3,61.76,1.27
2,3,4,23.41,5.457
1,1,1,46.89,1.439
1,1,3,7.41,0.629
1,1,1,26.61,1.109
1,3,1,27.09,0.984
1,1,5,21.63,0.486
1,2,1,20.87,1.543
1,3,4,38.09,0.735
1,3,3,42.23,0.862
3,2,4,46.3,26.444
1,2,2,18.36,1.139
1,1,2,15.16,0.436
1,1,2,4.39,0.663
1,2,2,51.33,2.413
1,2,4,41.25,0.863
2,1,1,13.5,2.964
1,1,2,12.75,0.503
2,2,5,45.85,4.051
1,1,1,25.71,0.532
1,3,3,26.9,0.646
1,1,1,30.5,1.002
1,3,1,44.53,0.851
1,2,2,23.55,1.067
3,2,2,11.78,29.962
2,2,3,22.06,5.323
3,1,1,31.05,21.438
1,1,1,17.79,0.774
2,3,4,25.0,3.199
1,1,2,28.06,0.479
2,2,2,34.94,6.486
3,1,1,60.08,23.173
2,2,4,25.78,5.278
2,1,4,9.87,1.86
2,2,2,60.66,13.802
1,2,1,10.2,1.215
2,1,5,44.31,2.852
1,1,4,24.58,0.552
3,3,2,39.44,35.204
2,2,2,65.17,14.668
1,3,2,19.43,0.723
1,2,1,20.32,1.493
1,2,2,21.89,1.255
1,2,2,67.63,3.163
1,3,2,31.72,0.923
2,2,3,11.58,6.578
1,1,2,25.71,0.683
2,3,4,20.37,2.028
1,3,1,11.38,0.897
1,1,5,58.38,0.484
1,1,1,43.98,0.82
2,2,1,4.78,5.871
1,2,2,24.67,1.322
1,1,1,18.73,0.635
1,2,1,12.65,1.728
2,2,3,16.1,4.85
1,1,1,4.03,0.633
2,2,3,16.58,6.065
2,1,1,10.64,3.592
2,2,1,20.23,4.428
1,1,1,17.85,0.529
1,3,2,33.8,1.508
1,1,2,50.51,0.917
1,3,1,19.28,0.898
2,2,1,20.72,8.73
1,1,1,50.23,1.028
1,3,2,35.39,0.85
1,1,2,37.06,0.744
1,2,1,50.85,1.675
1,3,1,34.22,1.021
2,3,4,9.98,2.919
1,2,1,65.69,2.902
3,3,4,39.09,16.429
2,1,1,31.74,3.855
1,1,5,62.55,0.708
1,1,2,30.73,1.32
1,1,2,18.48,0.686
1,2,1,9.25,0.674
1,1,4,19.5,0.437
2,2,1,17.07,4.523
2,1,3,37.91,2.924
1,1,1,44.29,0.843
1,2,2,7.47,0.744
1,1,3,14.07,0.793
3,2,2,11.68,26.297
1,2,2,41.52,1.912
2,2,3,13.6,3.956
2,3,2,38.11,4.746
1,3,1,28.78,1.176
1,1,1,40.65,0.598
1,2,3,21.72,1.873
2,1,1,19.76,4.682
1,1,2,30.04,0.707
2,2,1,30.94,5.813
2,2,4,35.43,5.031
2,3,2,14.01,2.317
1,2,2,11.97,1.154
1,2,3,64.49,3.121
2,2,3,50.25,4.371
1,1,1,45.55,0.779
2,1,1,9.48,2.703
1,2,2,42.11,1.995
1,2,1,45.6,1.975
2,1,1,10.76,2.896
1,1,1,22.89,0.7
1,1,1,56.62,1.197
1,2,1,49.24,1.221
1,1,1,7.9,0.519
2,1,1,14.39,2.984
1,1,2,59.3,0.772
1,1,1,31.25,0.736
1,2,1,10.61,0.991
3,3,3,46.66,23.852
1,1,2,19.87,0.598
3,2,4,16.63,22.203
2,2,5,21.09,3.601
1,2,2,45.31,0.81
2,1,3,2.45,2.289
2,1,1,61.73,7.397
1,3,2,47.02,1.618
1,3,2,30.92,1.209
2,1,2,18.02,4.135
2,2,1,6.26,6.047
2,1,4,6.83,2.734
3,1,2,3.23,20.497
1,1,3,65.99,1.412
2,2,5,54.22,5.826
2,1,4,27.82,2.79
1,1,1,33.55,0.455
1,1,2,21.53,0.549
1,1,2,12.13,0.322
2,1,2,39.34,3.65
1,2,2,8.39,0.863
2,2,2,6.44,3.681
1,1,4,30.32,0.556
1,1,1,30.23,0.618
2,2,1,7.1,5.675
1,1,2,21.27,0.679
2,1,2,67.58,3.542
1,3,4,15.72,0.677
3,2,3,36.23,27.18
1,1,1,71.39,1.81
3,1,2,23.57,12.219
2,1,4,1.8,2.648
1,1,1,22.79,0.703
1,3,1,14.34,0.903
1,2,2,62.38,1.729
1,1,1,50.5,0.627
2,1,4,71.44,5.025
1,1,1,45.48,1.117
1,1,1,24.81,0.678
1,2,4,29.04,0.672
1,1,1,22.15,0.626
2,3,1,54.02,8.356
1,2,1,10.29,1.424
2,3,5,38.8,3.861
3,3,5,52.4,24.23
1,3,1,50.01,0.919
1,3,3,36.42,0.913
1,1,3,16.62,0.543
1,1,1,38.44,0.75
1,1,1,9.81,0.439
3,2,4,38.35,20.733
2,2,1,17.05,9.296
1,1,2,8.82,0.625
2,3,1,11.41,4.097
1,2,2,9.9,0.858
2,2,1,14.78,6.995
1,1,1,52.47,1.791
2,1,1,31.2,4.47
3,2,5,38.71,13.583
2,1,1,1.02,2.677
2,2,2,12.26,4.031
1,1,2,21.85,1.051
2,1,1,32.57,4.141
1,1,3,20.36,0.633
2,2,1,19.47,6.74
1,1,2,19.61,0.673
1,3,2,9.41,0.639
1,1,4,22.64,0.353
1,3,3,50.9,0.692
2,1,1,57.81,5.696
2,1,3,21.56,2.354
3,3,3,9.33,13.998
1,2,4,18.27,0.819
3,2,5,14.09,10.493
1,2,3,15.38,0.691
1,1,2,33.46,0.942
2,2,1,44.89,12.554
1,1,4,26.63,0.713
1,2,4,20.24,0.752
1,3,1,8.46,0.836
1,3,2,38.08,1.315
2,2,1,8.62,4.153
1,2,1,8.53,1.123
1,2,1,12.38,1.312
1,1,1,38.33,0.763
1,3,3,14.11,0.86
2,2,1,23.82,6.504
3,1,2,17.23,10.639
2,2,2,27.23,5.191
2,1,3,15.49,2.075
1,3,1,4.19,1.055
2,3,1,20.4,5.465
1,1,2,31.76,0.831
1,1,3,23.41,0.655
2,2,2,58.09,12.529
1,1,2,29.36,1.237
2,3,5,19.31,2.243
2,1,1,28.62,3.694
3,1,1,33.37,18.687
1,1,5,9.5,0.376
1,2,3,32.54,1.167
2,2,1,5.2,8.163
1,3,4,67.48,2.069
1,3,1,4.7,0.892
2,2,3,8.44,5.52
3,1,2,30.2,10.557
2,1,2,13.98,3.394
1,3,4,3.72,0.827
1,1,3,47.11,0.273
1,3,1,32.28,1.263
1,3,3,43.6,1.216
1,2,3,5.03,0.886
1,2,2,19.14,1.317
1,3,1,14.63,0.798
1,2,1,59.33,4.019
1,2,5,19.3,0.86
1,1,2,10.19,0.64
1,1,2,31.77,0.472
2,1,2,4.46,2.517
1,3,1,21.54,0.521
2,2,1,15.32,6.05
1,2,1,8.23,1.281
1,1,1,29.46,0.699
1,3,4,3.34,0.525
1,1,1,20.99,0.632
1,2,1,40.15,1.2
2,1,2,31.54,3.157
3,3,4,21.53,15.303
1,2,1,72.92,1.47
1,1,1,24.01,1.061
2,1,3,11.33,2.343
1,1,2,24.29,0.531
1,1,2,38.27,0.964
2,1,1,42.4,6.331
1,1,4,28.67,0.792
2,1,2,26.0,4.634
1,1,3,48.53,0.495
1,2,5,19.58,0.742
1,1,3,20.05,0.677
2,1,1,28.26,4.658
1,3,3,21.85,0.481
2,1,2,31.06,2.743
2,2,1,21.57,5.308
2,3,1,15.1,5.293
1,2,1,45.09,1.443
1,2,4,10.32,0.891
1,2,3,36.85,1.083
1,3,3,36.22,1.03
3,3,3,20.85,17.919
1,1,2,15.3,0.656
2,2,4,49.6,3.26
1,3,1,44.92,0.928
1,3,1,55.08,1.854
1,1,2,4.52,0.552
2,1,3,11.54,2.029
1,2,3,4.2,0.676
1,1,5,35.89,0.266
2,2,3,34.75,6.344
1,1,1,25.91,1.242
1,1,1,36.22,0.498
1,1,2,32.29,0.775
1,3,2,8.14,0.714
1,3,2,29.68,0.837
1,3,1,36.62,1.143
2,3,2,14.37,2.711
1,3,3,36.04,0.837
1,1,1,35.98,1.362
1,1,2,14.37,0.639
1,3,1,23.62,0.962
1,2,2,21.29,1.162
1,1,3,22.69,0.524
1,3,1,73.82,2.842
1,1,3,35.94,0.888
3,3,2,30.78,19.648
2,2,1,27.33,4.532
1,1,4,18.1,0.573
1,3,3,29.31,0.733
1,2,2,7.09,1.006
2,2,1,6.31,7.326
1,2,2,52.87,1.599
1,1,1,22.72,0.949
1,1,1,31.49,1.11
1,1,2,49.48,1.283
1,1,4,4.79,0.476
2,1,1,18.43,3.475
3,2,3,15.18,20.525
1,1,2,42.46,0.582
1,2,2,29.94,1.737
1,1,3,59.99,0.964
1,1,1,8.87,0.59
1,3,2,27.08,0.993
1,3,1,35.79,1.616
2,3,1,48.43,6.784
3,1,2,45.74,27.711
2,2,1,31.96,9.623
2,1,1,40.12,4.471
1,2,1,32.35,1.3
1,3,1,15.42,1.105
1,1,1,19.04,0.743
1,3,1,16.66,0.945
1,2,1,8.2,1.174
2,1,2,16.81,3.205
1,1,2,32.14,0.602
1,3,4,39.58,0.632
1,1,4,13.0,0.728
3,1,4,50.54,15.672
1,1,2,22.74,0.758
1,3,1,14.62,0.812
1,1,1,21.09,0.985
2,3,4,39.97,4.07
3,2,5,12.52,15.013
1,1,2,16.78,0.382
3,1,2,15.67,12.421
1,2,1,24.49,1.586
2,1,1,16.43,2.001
1,1,2,47.27,0.644
1,1,1,16.28,0.313
2,3,2,16.03,2.26
1,2,3,17.03,1.0
1,2,3,4.0,0.692
2,1,4,14.62,2.353
3,1,1,28.17,23.773
1,2,2,21.88,1.031
2,1,2,25.63,3.149
2,3,2,8.96,3.276
1,3,5,43.96,0.69
2,1,1,3.33,3.259
1,3,1,35.85,0.726
2,2,1,67.57,10.503
1,2,2,17.82,1.493
1,1,1,40.66,1.282
1,3,1,14.25,0.893
1,1,1,38.94,0.371
2,3,2,35.69,5.958
3,1,2,27.7,10.865
1,1,1,47.11,0.791
1,3,4,50.05,0.861
1,1,2,16.95,0.861
1,1,1,27.16,0.678
1,3,1,3.48,0.965
2,1,1,17.07,2.225
2,3,1,45.12,6.434
1,3,2,41.16,1.351
1,1,4,24.17,0.417
2,2,1,60.22,10.255
1,3,1,20.64,1.293
1,3,4,34.92,0.606
1,2,2,26.94,1.297
1,2,2,29.65,0.951
1,2,2,30.32,1.171
2,1,1,18.26,2.616
1,2,1,46.98,1.039
1,1,5,38.53,0.388
1,1,2,51.8,1.343
2,1,1,11.91,3.504
1,3,4,48.64,1.057
1,1,1,64.15,0.863
1,1,1,17.3,1.13
1,1,5,22.04,0.478
1,1,2,48.33,0.624
2,3,3,17.17,3.011
1,1,1,33.57,0.503
1,1,1,2.88,0.462
1,3,4,16.67,0.629
2,1,1,13.35,1.958
2,1,4,8.95,2.201
2,3,3,28.86,3.018
1,2,1,13.71,1.355
2,1,4,29.33,2.499
2,2,4,41.67,3.313
1,2,4,25.74,0.787
1,2,2,36.72,1.338
2,1,2,31.49,3.419
1,3,1,37.62,1.034
2,2,1,21.58,8.506
1,2,4,52.31,1.751
1,3,5,12.78,0.356
1,3,1,16.36,0.621
2,2,2,8.05,3.904
2,1,4,52.59,3.169
1,1,2,20.81,0.641
1,2,1,36.39,2.448
1,1,1,43.11,0.671
1,2,2,22.91,1.111
3,2,4,17.15,17.927
1,2,1,4.43,1.29
1,1,1,41.8,0.851
1,3,3,27.19,0.575
3,2,3,13.52,22.731
1,2,4,13.69,1.166
2,2,3,11.24,4.486
1,1,2,22.9,0.948
1,2,4,41.79,0.99
2,1,2,30.21,4.584
1,2,2,28.84,1.001
2,1,1,3.87,3.601
1,1,2,66.68,1.821
2,1,1,26.61,4.506
2,1,4,48.7,5.638
2,3,1,42.89,13.622
1,3,1,12.11,0.608
2,1,5,47.55,1.777
3,1,3,24.73,8.976
1,2,3,11.38,1.417
1,1,3,18.95,0.45
2,1,1,34.21,3.547
1,1,1,31.19,0.874
2,2,3,43.13,6.068
2,3,4,10.81,3.03
1,1,1,37.69,0.688
1,3,1,31.86,1.483
1,3,1,18.75,0.674
1,3,2,6.58,0.733
2,2,1,17.61,6.484
1,3,1,7.16,0.98
1,2,1,59.29,2.423
2,3,2,23.49,3.722
1,1,2,19.52,0.507
2,2,1,69.77,24.937
1,2,1,14.82,0.88
1,1,1,36.33,1.026
1,1,2,63.88,0.728
2,1,1,18.31,3.794
2,1,4,4.91,2.604
2,1,1,13.52,2.419
3,1,3,5.76,13.89
2,1,1,39.35,3.461
2,2,2,12.24,3.078
1,1,2,33.31,0.86
3,1,1,6.86,12.431
2,1,1,28.6,3.055
2,1,1,40.8,2.741
1,1,2,6.16,0.494
1,3,4,2.87,0.739
2,1,2,26.01,5.077
1,1,3,11.76,0.417
1,2,1,39.48,1.429
3,3,2,22.9,20.597
1,1,3,16.96,0.4
1,1,1,30.89,0.895
1,2,1,22.4,1.799
1,1,1,15.39,0.498
2,1,1,25.04,5.07
3,3,5,16.6,8.419
3,3,1,48.45,27.411
2,2,1,17.17,11.115
2,1,1,4.87,4.829
1,2,1,29.4,0.917
2,3,1,9.33,5.129
1,3,1,44.23,0.776
1,1,1,22.78,0.797
3,1,1,0.95,14.369
2,1,3,27.25,3.286
1,3,2,16.62,0.836
2,1,3,8.03,2.651
1,1,1,40.45,0.803
1,1,1,42.9,1.762
1,1,5,71.02,0.662
1,3,1,18.33,0.749
1,1,2,3.42,0.798
1,1,1,49.9,0.708
1,2,1,34.47,1.891
1,2,2,26.54,1.055
3,2,2,19.94,21.131
2,3,1,7.1,5.437
2,1,2,67.1,6.776
1,1,1,6.33,0.662
2,1,2,23.42,3.258
2,2,3,20.24,5.646
1,3,3,48.09,0.605
1,1,1,36.9,1.115
1,2,1,30.61,0.84
1,2,3,17.98,0.717
1,3,1,65.0,2.243
1,1,4,32.1,0.666
1,1,3,26.8,0.482
2,2,1,10.7,7.164
1,3,3,69.0,1.256
1,2,1,37.89,0.912
2,3,1,19.0,3.779
1,1,5,39.89,0.3
1,2,3,45.43,1.272
1,1,2,14.72,0.629
1,1,3,65.41,1.19
1,1,1,61.21,0.761
1,1,3,33.8,0.678
1,1,5,66.47,0.895
3,2,3,39.26,41.494
3,3,2,11.41,15.972
1,1,1,26.25,0.541
1,1,4,20.64,0.367
1,1,1,28.01,0.769
2,1,4,17.03,2.182
2,1,1,33.24,3.674
1,2,1,38.73,1.262
1,3,1,45.2,1.438
1,2,2,51.27,1.931
2,2,1,20.32,5.761
2,2,1,12.43,10.19
1,1,4,1.83,0.323
1,1,1,0.45,0.584
1,1,2,8.64,0.462
2,1,2,52.28,3.551
3,3,2,43.57,22.846
1,1,2,26.84,0.695
1,1,4,5.73,0.428
1,1,2,26.03,1.335
1,1,2,49.01,0.511
2,3,1,9.83,3.93
1,1,2,39.55,0.9
2,2,1,18.21,3.062
1,1,2,13.53,0.694
1,1,2,3.68,0.771
1,1,3,28.8,0.517
1,3,2,33.49,0.734
1,1,2,19.51,0.533
2,2,1,40.55,8.501
1,1,3,69.16,1.156
1,2,5,26.07,0.815
1,2,2,20.4,0.885
1,2,1,56.97,2.772
2,1,2,8.09,2.811
3,1,1,65.86,80.967
1,3,2,11.32,0.601
2,2,1,9.14,8.072
2,1,2,19.11,2.523
3,1,4,26.63,8.078
1,1,1,12.72,0.658
1,1,2,9.05,0.445
1,1,1,30.35,0.827
2,1,1,78.06,12.555
2,1,2,11.72,2.611
1,2,3,22.42,0.779
1,3,4,16.47,0.722
2,2,1,35.92,5.353
2,2,1,19.65,4.174
1,2,2,23.71,1.411
2,1,2,28.17,3.407
1,2,3,12.93,0.906
1,1,3,19.24,0.416
1,1,4,31.56,0.596
2,2,1,39.48,9.482
3,1,5,12.79,5.431
1,2,5,31.1,1.637
1,2,1,41.08,1.016
1,1,1,54.64,0.863
1,1,3,27.01,0.49
1,2,2,32.56,0.695
1,2,1,36.54,1.095
1,3,1,39.99,0.917
1,1,2,56.68,0.869
1,3,4,9.69,0.465
2,1,3,12.18,3.309
1,1,4,21.21,0.489
2,2,2,23.95,7.133
3,1,3,30.0,12.562
1,1,1,22.62,0.829
1,1,2,9.82,0.606
1,3,4,23.94,0.729
1,3,3,12.08,0.518
1,3,2,15.79,1.021
1,1,1,34.24,0.826
1,1,1,21.86,0.7
1,3,2,24.36,1.167
1,1,1,21.66,0.644
2,1,1,72.19,6.585
1,1,3,28.82,0.812
1,2,1,36.24,1.292
2,2,1,11.36,5.657
1,1,1,9.83,0.467
2,1,1,78.14,5.919
1,2,1,20.82,1.598
1,2,1,24.67,1.36
3,1,2,4.29,10.982
1,1,2,43.95,0.662
1,3,2,24.32,0.636
3,2,4,22.87,21.641
2,2,2,35.28,7.226
2,2,2,35.56,5.323
1,3,2,58.31,0.921
1,1,2,15.81,0.396
2,1,1,82.66,16.749
1,1,4,38.21,0.497
1,3,2,21.94,0.919
2,1,2,42.31,2.803
1,1,2,12.92,0.538
1,1,3,19.06,0.393
1,2,2,49.99,1.949
1,2,2,17.28,1.295
2,1,2,35.69,4.456
2,1,3,61.13,3.531
1,2,1,44.25,1.679
1,1,4,34.71,0.363
1,2,3,29.98,1.068
1,1,1,9.0,0.777
1,3,1,14.64,0.789
3,1,4,22.48,10.504
1,2,1,43.73,1.2
1,1,1,11.95,0.544
3,1,1,72.45,26.704
1,2,1,15.32,1.013
3,2,2,8.28,30.867
1,2,3,30.99,0.855
1,2,2,33.88,1.234
3,2,1,67.43,80.285
1,3,2,32.83,0.965
1,1,1,27.2,1.447
1,3,2,6.82,0.869
2,1,2,45.14,3.669
1,1,5,25.99,0.264
1,2,3,33.19,1.499
2,1,3,26.44,2.453
2,1,2,42.01,3.031
1,1,2,16.51,0.474
1,2,2,37.87,0.939
1,2,3,11.69,0.865
1,1,4,27.02,0.411
1,1,5,19.26,0.385
1,1,2,23.37,1.098
1,1,2,50.5,0.905
1,1,1,22.88,1.094
2,1,1,45.96,4.194
1,3,3,19.28,0.644
3,2,4,25.4,10.943
3,1,4,33.48,17.2
1,1,4,12.26,0.353
3,1,2,19.55,17.581
2,1,3,22.67,1.422
1,1,2,50.79,0.711
2,3,2,17.5,3.994
1,2,1,36.67,1.365
2,1,2,47.4,3.211
1,1,1,39.02,0.883
1,2,3,41.12,1.491
1,3,4,15.89,0.401
3,1,3,49.44,21.279
1,3,1,18.03,1.143
1,1,2,16.76,0.752
1,2,2,17.87,1.081
1,1,3,44.46,0.633
2,2,1,16.41,7.031
2,1,2,39.55,3.532
1,2,4,32.79,1.286
1,2,1,20.52,2.213
1,2,3,16.6,0.7
1,2,4,49.68,1.3
2,1,3,25.88,2.689
2,2,4,27.13,2.489
1,1,3,50.23,0.873
1,2,2,28.55,1.126
1,1,2,28.88,0.817
1,1,1,40.68,1.121
1,1,1,35.2,0.833
2,3,2,44.63,6.993
1,2,1,18.93,0.899
3,1,1,53.01,24.625
1,2,3,43.0,1.758
1,1,1,35.41,1.013
1,1,1,47.89,0.908
1,1,2,8.48,0.636
1,2,1,6.28,0.986
1,3,2,3.68,1.033
2,3,1,46.25,8.159
1,1,3,16.23,0.532
2,1,2,3.98,3.12
2,3,2,29.41,4.852
1,1,1,65.54,1.664
1,2,3,36.6,1.033
1,3,1,23.79,1.091
1,1,2,3.78,0.87
2,1,1,35.55,5.137
3,3,1,12.46,19.087
1,2,1,5.62,1.09
1,3,1,21.43,0.953
2,2,1,36.17,11.228
2,1,1,59.45,6.915
1,3,4,28.25,0.384
2,2,2,42.35,5.135
1,3,2,16.86,0.607
1,1,1,50.92,1.246
1,2,1,49.46,1.181
1,1,5,71.29,1.203
2,1,1,11.88,4.869
1,3,3,15.24,0.822
1,3,2,27.77,0.484
1,2,2,40.21,1.051
1,3,3,38.92,0.772
1,1,3,79.95,1.095
1,3,4,27.12,0.482
2,2,2,27.47,4.668
1,2,1,5.96,1.196
2,2,2,27.79,5.048
1,2,1,29.03,1.22
2,3,1,9.46,4.998
2,1,2,36.97,1.847
1,3,1,53.47,0.803
1,1,4,47.1,0.53
3,1,5,13.06,7.775
1,2,1,40.53,1.277
2,2,1,20.2,6.192
1,3,2,39.01,0.859
1,1,1,13.63,0.946
1,1,1,5.83,0.522
2,2,4,43.85,5.447
1,3,1,19.61,0.832
2,3,1,25.78,4.579
2,3,2,15.83,3.559
1,1,1,24.88,0.894
1,3,3,25.9,0.791
1,1,3,9.97,0.392
1,3,1,25.35,1.279
2,2,1,26.8,7.438
1,1,4,27.36,0.432
1,2,2,58.9,2.434
2,2,2,46.1,6.075
1,1,1,19.11,0.713
1,1,2,39.11,0.531
1,2,1,6.22,1.386
1,3,2,13.14,0.831
2,2,2,36.47,6.417
1,1,2,56.18,1.178
1,2,2,10.49,0.737
1,1,3,16.16,0.627
1,1,3,11.19,0.425
2,1,2,22.97,4.791
1,1,1,31.66,0.75
2,1,3,46.57,2.405
2,1,3,32.26,5.535
1,1,1,14.44,0.782
2,2,4,39.11,3.616
1,1,4,74.11,1.137
3,1,2,56.03,33.219
1,2,1,21.14,0.568
1,2,2,20.15,1.139
1,3,1,42.57,1.147
1,1,1,10.0,0.663
2,2,1,32.45,4.412
1,3,3,7.67,0.616
1,2,2,6.31,0.749
1,2,2,23.63,1.228
2,1,1,4.54,2.883
2,1,2,23.81,3.263
1,1,2,1.13,0.575
1,1,2,25.88,0.669
1,3,1,35.65,0.901
2,1,1,75.01,7.994
2,2,1,23.21,6.592
1,3,3,16.93,0.936
2,2,2,28.34,6.296
1,1,3,24.48,0.656
2,3,2,70.91,11.182
1,1,1,28.81,0.732
1,1,1,32.77,0.917
1,1,1,6.33,0.72
1,1,2,18.12,0.395
3,3,3,9.95,18.083
1,1,1,21.13,0.899
2,3,2,36.51,5.258
2,1,1,24.56,2.715
2,3,1,58.05,5.591
3,1,2,7.82,11.649
1,3,1,28.94,1.046
1,1,1,35.07,1.002
1,3,3,3.64,0.424
1,3,2,52.58,1.041
2,2,1,19.62,6.119
1,1,2,41.77,0.818
1,2,1,41.23,1.197
1,2,4,41.38,1.004
1,2,3,26.01,1.023
2,2,1,20.41,6.01
1,3,2,51.63,1.293
2,3,1,48.97,6.025
2,2,3,35.24,5.901
2,1,1,21.78,2.863
1,1,2,22.98,0.61
2,2,1,51.89,7.844
1,3,3,10.39,0.668
1,1,5,26.46,0.387
2,1,1,52.06,4.307
2,1,2,20.7,2.777
1,1,2,6.67,0.543
2,3,2,23.23,3.718
1,2,1,7.57,0.762
1,1,2,10.79,0.775
3,1,3,22.88,12.01
1,1,4,20.89,0.518
2,2,3,22.08,3.094
1,2,2,29.5,1.235
2,1,1,13.6,3.161
2,1,1,6.01,2.305
2,3,2,40.87,7.866
1,3,2,55.83,2.002
2,2,3,40.62,6.675
1,1,2,8.95,0.696
3,3,1,47.17,33.836
1,2,1,46.95,1.497
1,3,2,42.38,0.589
2,1,1,23.52,2.664
1,1,1,6.71,0.578
1,1,1,32.69,1.374
2,3,2,3.46,3.09
1,2,1,66.27,2.143
1,1,5,65.9,0.736
1,3,4,17.67,0.645
1,3,1,24.95,0.873
1,1,3,35.08,0.54
1,2,2,16.34,1.941
1,2,4,8.55,0.689
1,1,2,16.07,1.055
1,2,1,34.75,1.264
2,1,1,18.87,3.467
2,3,5,29.22,3.217
1,3,4,48.19,0.728
1,3,2,50.93,0.75
2,2,2,24.64,6.052
1,1,2,26.75,0.455
1,1,3,49.93,0.354
1,2,2,16.69,1.187
1,1,1,31.66,0.559
2,2,1,42.12,10.297
3,1,2,19.68,15.409
3,1,1,6.07,18.247
1,2,3,43.75,1.872
1,2,4,53.05,1.566
1,2,1,68.42,3.754
1,2,4,13.85,0.671
1,1,3,14.91,0.667
2,2,2,58.56,11.142
1,2,1,42.69,1.842
3,2,2,55.14,58.92
1,1,5,30.38,0.542
1,2,2,22.9,1.206
2,1,2,25.13,1.937
2,2,1,34.14,10.434
1,1,1,33.97,0.678
1,3,2,16.22,0.837
1,3,2,36.81,1.135
1,2,4,45.75,0.562
1,3,2,39.58,0.876
1,2,1,30.19,1.412
2,1,1,39.68,10.377
1,2,1,24.98,1.625
2,3,1,7.29,3.48
2,1,1,18.8,4.572
1,1,3,29.21,0.851
1,2,2,28.34,1.094
1,1,4,16.05,0.445
2,2,4,13.91,4.417
2,2,1,11.29,6.684
2,2,3,15.73,4.602
1,1,1,32.65,0.568
1,1,1,12.84,0.451
1,3,1,17.69,0.695
1,1,1,20.64,0.599
2,2,2,27.44,5.579
1,1,3,12.29,0.599
1,1,2,21.6,0.492
1,1,2,19.32,0.483
1,1,3,21.22,0.601
2,2,3,47.41,5.128
1,2,4,5.73,0.665
3,3,2,16.77,17.97
2,3,1,35.65,4.855
2,1,2,22.07,2.295
2,1,2,28.47,3.932
2,3,1,27.34,6.374
2,1,3,12.73,2.294
1,1,4,39.18,1.052
1,1,5,9.49,0.3
1,2,1,19.42,1.232
1,1,1,11.89,0.489
1,1,1,25.07,0.627
2,2,3,65.04,17.708
1,2,2,18.53,1.178
1,1,3,16.46,0.523
2,2,4,37.29,3.758
1,1,1,47.06,0.607
2,1,1,41.21,6.275
1,1,3,30.1,0.641
2,1,1,24.37,2.853
2,1,2,44.26,3.022
1,3,2,10.96,0.857
1,1,2,70.2,1.88
1,3,5,10.62,0.331
1,1,1,47.8,0.943
1,1,2,29.45,0.7
3,2,5,16.03,15.996
1,3,1,31.44,0.95
2,1,3,47.17,2.296
1,1,4,34.97,0.528
3,2,1,17.66,35.352
1,1,1,2.72,0.485
1,2,1,38.94,1.578
1,3,1,29.22,1.08
1,1,1,3.92,0.515
2,3,1,30.42,4.108
1,1,2,8.13,0.478
1,3,3,6.94,0.658
1,3,1,44.75,0.84
2,2,2,11.57,3.56
1,3,1,31.99,1.12
1,3,2,22.4,1.049
1,1,1,12.61,0.616
1,1,1,3.26,0.432
1,1,5,12.7,0.271
3,1,3,24.91,11.465
1,2,2,48.23,1.628
2,1,3,12.11,2.119
1,2,2,22.39,1.174
1,1,1,59.47,0.87
1,1,2,61.67,1.643
1,1,3,46.61,0.445
1,3,5,66.26,0.865
1,1,2,22.13,0.528
1,1,1,29.26,0.774
3,1,3,50.69,11.912
1,3,2,42.09,1.04
1,1,1,23.46,0.608
1,2,2,20.8,1.151
1,1,1,55.51,0.9
